original,pred_open,pred_high,pred_low
49.987499,84.31,93.61,84.88
51.0625,78.5,87.17,82.92
52.012501,77.15,87.37,84.31
52.924999,78.0,87.06,84.85
53.3125,79.22,87.72,82.82
53.262501,76.44,86.15,82.2
52.974998,77.77,86.04,83.05
53.537498,77.17,87.08,84.34
52.137501,78.43,88.81,85.64
51.450001,79.72,89.39,86.38
50.862499,80.44,89.25,86.5
51.137501,79.95,89.94,86.38
49.9375,80.94,90.22,87.28
48.875,81.17,91.01,87.41
49.712502,80.95,89.93,86.76
50.174999,80.34,92.81,87.37
51.837502,83.61,93.67,89.73
51.525002,84.11,96.97,89.24
52.387501,82.89,93.01,88.99
53.0625,82.41,91.73,87.75
56.275002,81.18,90.28,85.15
56.1875,78.74,90.56,86.02
56.275002,81.25,91.98,87.49
57.1875,82.26,91.32,88.09
56.987499,80.94,90.7,87.91
56.962502,80.94,91.13,87.29
55.900002,81.06,89.85,85.69
55.924999,79.23,90.53,86.41
58.900002,81.67,92.26,88.44
59.224998,82.04,93.33,88.37
61.337502,82.76,92.81,88.39
61.275002,82.27,97.46,89.14
60.700001,87.75,99.89,93.41
59.525002,89.14,99.82,95.3
61.599998,89.04,104.1,95.04
61.512501,92.91,104.66,96.85
62.387501,90.46,101.52,96.14
64.599998,90.68,101.28,95.44
64.262497,87.43,102.37,94.07
61.125,89.85,101.25,96.03
60.025002,89.24,103.0,95.91
60.212502,91.68,108.37,98.21
59.575001,96.68,109.56,101.58
60.25,98.22,112.03,103.99
59.450001,100.71,113.6,104.89
60.762501,99.96,114.99,105.58
61.012501,100.74,112.76,103.01
61.862499,97.09,111.34,102.74
62.0,98.52,112.54,104.5
62.087502,99.35,115.67,105.02
62.662498,103.15,115.65,106.76
63.262501,100.97,118.13,106.97
63.799999,103.67,117.39,108.54
66.112503,104.07,118.14,109.2
66.8125,105.35,117.99,108.35
67.1875,103.4,118.89,108.64
67.474998,105.57,120.87,111.1
66.199997,107.3,122.76,112.25
69.0,107.51,122.51,112.14
67.25,108.03,121.29,109.76
67.074997,104.45,119.96,109.6
65.3125,105.37,118.76,109.82
63.275002,104.67,117.41,106.29
60.525002,102.46,115.41,104.54
63.787498,100.7,113.46,104.69
65.4375,99.78,113.08,104.77
65.787498,99.48,112.42,103.46
67.5,98.99,113.31,103.4
68.762497,100.76,115.74,105.97
70.412498,100.71,114.51,103.67
68.487503,99.11,110.76,95.07
69.224998,89.87,104.7,94.75
68.362503,92.64,103.27,96.45
70.400002,91.47,102.86,95.62
68.5625,90.45,105.12,96.83
70.224998,93.13,105.49,98.67
69.300003,93.88,105.9,98.17
68.025002,92.38,103.27,96.01
66.587502,89.0,100.37,94.13
65.275002,87.04,113.83,92.0
66.012497,91.86,108.09,96.85
66.5625,94.04,108.23,99.72
68.925003,95.93,107.96,98.84
67.650002,94.81,108.77,100.56
65.887497,95.87,110.35,100.14
66.237503,97.0,108.32,98.34
66.5625,92.41,105.79,98.91
65.862503,92.16,107.43,96.83
66.925003,94.72,106.95,97.41
67.300003,92.34,103.74,97.34
67.75,92.66,105.69,98.91
68.587502,93.15,105.93,98.7
